user_id,age_group,gender,city,income_level,meal_type,recipe_name,ingredient_category,purchase_frequency,avg_spend_per_month,review_text,rating,preferred_platform,review_text_clean,sentiment_score,sentiment_label
U3576,25-34,Male,Hamilton,High,Lunch,Paneer Tikka,Spices,8,20.0,Delicious and quick to make!,4.9,Facebook,delicious quick make,0.6114,Positive
U3577,45-54,Male,Windsor,Low,Dinner,Butter Chicken,Grains,8,26.43,"Average taste, could be better.",1.5,Instagram,average taste could better,0.4404,Positive
U3578,18-24,Other,Windsor,Low,Dinner,Butter Chicken,Grains,6,173.09,"Great recipe, easy to follow.",4.6,Pinterest,great recipe easy follow,0.7906,Positive
U3579,45-54,Female,Toronto,Low,Lunch,Dal Makhani,Spices,7,116.93,Delicious and quick to make!,1.8,Pinterest,delicious quick make,0.6114,Positive
U3580,55-64,Female,Markham,Low,Dinner,Rajma Chawal,Dairy,4,98.7,Too spicy for me.,2.3,Facebook,spicy,0.0,Negative
U3581,45-54,Male,Markham,High,Snack,Masala Dosa,Vegetables,1,157.81,Would definitely try again!,2.4,Pinterest,would definitely try,0.4574,Positive
U3582,45-54,Other,Ottawa,Medium,Lunch,Butter Chicken,Vegetables,4,103.82,"Average taste, could be better.",2.1,Facebook,average taste could better,0.4404,Positive
U3583,45-54,Other,Markham,Medium,Dinner,Dal Makhani,Spices,8,130.74,"Average taste, could be better.",4.4,Instagram,average taste could better,0.4404,Positive
U3584,55-64,Female,Windsor,High,Lunch,Biryani,Vegetables,8,121.03,Too spicy for me.,2.3,Pinterest,spicy,0.0,Negative
U3585,65+,Other,Mississauga,Medium,Dinner,Palak Paneer,Protein,2,101.16,"Great recipe, easy to follow.",4.3,Facebook,great recipe easy follow,0.7906,Positive
U3586,45-54,Female,Windsor,Medium,Dinner,Tandoori Chicken,Grains,7,131.77,"Average taste, could be better.",5.0,Facebook,average taste could better,0.4404,Positive
U3587,25-34,Female,London,Medium,Breakfast,Tandoori Chicken,Vegetables,1,150.93,"Average taste, could be better.",4.4,Instagram,average taste could better,0.4404,Positive
U3588,55-64,Female,Mississauga,Medium,Lunch,Rajma Chawal,Vegetables,2,112.6,Not authentic enough.,2.4,YouTube,authentic enough,0.0,Negative
U3589,45-54,Other,Mississauga,Medium,Breakfast,Biryani,Protein,8,101.58,"Great recipe, easy to follow.",3.8,Facebook,great recipe easy follow,0.7906,Positive
U3590,65+,Female,Markham,Low,Dinner,Butter Chicken,Dairy,10,106.3,"Average taste, could be better.",3.1,Facebook,average taste could better,0.4404,Positive
U3591,55-64,Female,Toronto,Low,Lunch,Biryani,Dairy,4,28.08,Delicious and quick to make!,4.1,Pinterest,delicious quick make,0.6114,Positive
U3592,35-44,Male,Markham,Low,Lunch,Dal Makhani,Protein,3,131.32,"Great recipe, easy to follow.",1.6,Walmart Online,great recipe easy follow,0.7906,Positive
U3593,65+,Female,Toronto,Low,Snack,Paneer Tikka,Dairy,2,71.64,Too spicy for me.,3.6,Amazon Fresh,spicy,0.0,Negative
U3594,25-34,Female,Toronto,Medium,Snack,Masala Dosa,Spices,6,145.19,Loved the flavor!,4.1,Instagram,loved flavor,0.636,Positive
U3595,45-54,Male,Windsor,Medium,Dinner,Samosa,Protein,4,116.38,Not authentic enough.,4.0,YouTube,authentic enough,0.0,Negative
U3596,35-44,Male,Toronto,Medium,Dinner,Masala Dosa,Grains,3,124.2,Not authentic enough.,4.9,YouTube,authentic enough,0.0,Negative
U3597,35-44,Other,Hamilton,Low,Dinner,Butter Chicken,Grains,3,148.01,"Average taste, could be better.",1.2,Amazon Fresh,average taste could better,0.4404,Positive
U3598,55-64,Female,Brampton,Medium,Dinner,Biryani,Grains,10,82.94,Loved the flavor!,2.4,Pinterest,loved flavor,0.636,Positive
U3599,35-44,Other,Markham,Low,Snack,Masala Dosa,Vegetables,3,134.77,Too spicy for me.,2.9,Walmart Online,spicy,0.0,Negative
U3600,25-34,Other,Hamilton,Medium,Lunch,Palak Paneer,Protein,8,130.7,Too spicy for me.,2.2,Amazon Fresh,spicy,0.0,Negative
U3601,25-34,Male,Mississauga,Medium,Breakfast,Masala Dosa,Protein,9,112.61,Loved the flavor!,2.2,Pinterest,loved flavor,0.636,Positive
U3602,18-24,Other,Hamilton,Low,Lunch,Dal Makhani,Dairy,9,82.87,Would definitely try again!,1.7,Facebook,would definitely try,0.4574,Positive
U3603,25-34,Female,Ottawa,Medium,Lunch,Masala Dosa,Protein,5,143.81,Too spicy for me.,4.3,Pinterest,spicy,0.0,Negative
U3604,65+,Male,London,Medium,Snack,Palak Paneer,Protein,1,148.14,"Average taste, could be better.",4.6,Instagram,average taste could better,0.4404,Positive
U3605,35-44,Female,Toronto,Low,Lunch,Samosa,Dairy,10,124.54,Loved the flavor!,1.3,Walmart Online,loved flavor,0.636,Positive
U3606,25-34,Female,Markham,Low,Lunch,Samosa,Protein,5,77.19,Would definitely try again!,1.6,Walmart Online,would definitely try,0.4574,Positive
U3607,55-64,Male,Ottawa,High,Dinner,Palak Paneer,Protein,1,98.9,"Great recipe, easy to follow.",1.9,Instagram,great recipe easy follow,0.7906,Positive
U3608,18-24,Female,Markham,Low,Breakfast,Biryani,Spices,9,117.59,Not authentic enough.,3.0,Pinterest,authentic enough,0.0,Negative
U3609,35-44,Male,Windsor,High,Lunch,Paneer Tikka,Dairy,10,147.54,Loved the flavor!,4.2,Pinterest,loved flavor,0.636,Positive
U3610,18-24,Female,London,Medium,Lunch,Butter Chicken,Spices,8,56.66,"Average taste, could be better.",1.3,Walmart Online,average taste could better,0.4404,Positive
U3611,35-44,Male,Ottawa,Low,Breakfast,Rajma Chawal,Vegetables,7,97.45,Too spicy for me.,3.5,Walmart Online,spicy,0.0,Negative
U3612,55-64,Other,Markham,Low,Dinner,Tandoori Chicken,Dairy,2,103.89,Not authentic enough.,1.6,Walmart Online,authentic enough,0.0,Negative
U3613,18-24,Female,Mississauga,Medium,Snack,Biryani,Protein,2,116.67,Would definitely try again!,4.9,Walmart Online,would definitely try,0.4574,Positive
U3614,45-54,Male,Toronto,Medium,Snack,Masala Dosa,Protein,4,67.95,"Average taste, could be better.",4.6,Pinterest,average taste could better,0.4404,Positive
U3615,65+,Female,Ottawa,Medium,Lunch,Tandoori Chicken,Spices,9,111.3,Not authentic enough.,4.8,Walmart Online,authentic enough,0.0,Negative
U3616,65+,Female,Mississauga,High,Dinner,Tandoori Chicken,Spices,9,107.58,"Average taste, could be better.",1.4,Facebook,average taste could better,0.4404,Positive
U3617,35-44,Female,Toronto,High,Snack,Palak Paneer,Vegetables,8,78.5,Tastes just like home cooking.,3.0,Pinterest,tastes like home cooking,0.3612,Positive
U3618,45-54,Male,Brampton,Low,Snack,Chole Bhature,Vegetables,5,115.28,Loved the flavor!,1.7,Instagram,loved flavor,0.636,Positive
U3619,18-24,Other,Mississauga,High,Snack,Paneer Tikka,Protein,7,98.35,"Great recipe, easy to follow.",3.4,Facebook,great recipe easy follow,0.7906,Positive
U3620,45-54,Other,Hamilton,High,Snack,Paneer Tikka,Grains,9,139.82,Would definitely try again!,1.9,YouTube,would definitely try,0.4574,Positive
U3621,45-54,Other,Markham,High,Snack,Chole Bhature,Vegetables,3,84.59,"Average taste, could be better.",4.1,Instagram,average taste could better,0.4404,Positive
U3622,18-24,Male,Windsor,Medium,Lunch,Butter Chicken,Protein,4,123.59,Would definitely try again!,3.6,Instagram,would definitely try,0.4574,Positive
U3623,55-64,Other,Toronto,Medium,Snack,Chole Bhature,Vegetables,2,87.66,Would definitely try again!,3.3,Amazon Fresh,would definitely try,0.4574,Positive
U3624,45-54,Male,Ottawa,Medium,Lunch,Rajma Chawal,Dairy,9,96.01,Not authentic enough.,4.3,Instagram,authentic enough,0.0,Negative
U3625,45-54,Female,London,Medium,Breakfast,Rajma Chawal,Spices,7,131.89,"Great recipe, easy to follow.",3.0,Amazon Fresh,great recipe easy follow,0.7906,Positive
U3626,55-64,Female,Ottawa,High,Breakfast,Palak Paneer,Protein,6,129.39,"Average taste, could be better.",2.1,Amazon Fresh,average taste could better,0.4404,Positive
U3627,45-54,Other,Hamilton,Low,Dinner,Masala Dosa,Vegetables,5,103.32,Loved the flavor!,3.5,Amazon Fresh,loved flavor,0.636,Positive
U3628,45-54,Male,Markham,Low,Lunch,Tandoori Chicken,Spices,7,109.22,Loved the flavor!,4.8,Facebook,loved flavor,0.636,Positive
U3629,45-54,Female,Hamilton,High,Dinner,Paneer Tikka,Grains,3,61.86,Not authentic enough.,3.4,Instagram,authentic enough,0.0,Negative
U3630,65+,Male,Ottawa,Low,Breakfast,Paneer Tikka,Vegetables,5,176.11,Tastes just like home cooking.,3.5,YouTube,tastes like home cooking,0.3612,Positive
U3631,25-34,Male,Windsor,High,Breakfast,Chole Bhature,Protein,2,147.5,"Average taste, could be better.",4.7,Facebook,average taste could better,0.4404,Positive
U3632,55-64,Female,Markham,Medium,Breakfast,Chole Bhature,Dairy,5,146.06,Loved the flavor!,3.1,Amazon Fresh,loved flavor,0.636,Positive
U3633,45-54,Male,London,Low,Breakfast,Chole Bhature,Spices,7,56.2,Delicious and quick to make!,5.0,Walmart Online,delicious quick make,0.6114,Positive
U3634,65+,Female,Toronto,Medium,Snack,Butter Chicken,Spices,10,96.18,Loved the flavor!,1.6,Walmart Online,loved flavor,0.636,Positive
U3635,55-64,Female,Markham,Medium,Breakfast,Chole Bhature,Dairy,7,106.62,"Great recipe, easy to follow.",3.1,Pinterest,great recipe easy follow,0.7906,Positive
U3636,35-44,Female,Mississauga,Medium,Snack,Masala Dosa,Protein,9,42.76,Not authentic enough.,1.9,Walmart Online,authentic enough,0.0,Negative
U3637,35-44,Male,Markham,High,Snack,Tandoori Chicken,Grains,3,155.6,Not authentic enough.,2.8,Walmart Online,authentic enough,0.0,Negative
U3638,45-54,Female,Hamilton,High,Dinner,Biryani,Dairy,8,178.16,Would definitely try again!,1.7,Amazon Fresh,would definitely try,0.4574,Positive
U3639,65+,Male,Hamilton,Medium,Snack,Biryani,Grains,5,202.48,Loved the flavor!,1.9,Facebook,loved flavor,0.636,Positive
U3640,65+,Female,Hamilton,Low,Dinner,Masala Dosa,Protein,7,78.16,Too spicy for me.,1.8,Instagram,spicy,0.0,Negative
U3641,55-64,Female,London,High,Snack,Dal Makhani,Vegetables,1,124.69,Tastes just like home cooking.,2.3,Facebook,tastes like home cooking,0.3612,Positive
U3642,55-64,Other,Markham,Medium,Snack,Rajma Chawal,Vegetables,1,172.91,"Great recipe, easy to follow.",1.5,Facebook,great recipe easy follow,0.7906,Positive
U3643,65+,Other,Windsor,Low,Breakfast,Biryani,Protein,4,109.86,"Great recipe, easy to follow.",4.2,Walmart Online,great recipe easy follow,0.7906,Positive
U3644,55-64,Other,Windsor,High,Lunch,Butter Chicken,Grains,5,97.32,Delicious and quick to make!,1.9,Instagram,delicious quick make,0.6114,Positive
U3645,65+,Male,Markham,High,Snack,Dal Makhani,Dairy,10,45.36,"Average taste, could be better.",2.7,YouTube,average taste could better,0.4404,Positive
U3646,25-34,Male,Windsor,Medium,Lunch,Samosa,Protein,3,165.3,Tastes just like home cooking.,1.1,Facebook,tastes like home cooking,0.3612,Positive
U3647,65+,Female,Brampton,Medium,Lunch,Butter Chicken,Protein,6,119.23,Tastes just like home cooking.,1.4,Facebook,tastes like home cooking,0.3612,Positive
U3648,35-44,Female,London,Medium,Lunch,Paneer Tikka,Vegetables,3,90.83,Too spicy for me.,4.6,Walmart Online,spicy,0.0,Negative
U3649,55-64,Female,Toronto,Medium,Snack,Biryani,Dairy,5,131.35,Would definitely try again!,4.3,YouTube,would definitely try,0.4574,Positive
U3650,65+,Female,Toronto,High,Lunch,Rajma Chawal,Vegetables,1,126.12,Too spicy for me.,4.4,YouTube,spicy,0.0,Negative
U3651,65+,Male,Toronto,High,Snack,Chole Bhature,Grains,3,126.73,Tastes just like home cooking.,2.6,Pinterest,tastes like home cooking,0.3612,Positive
U3652,55-64,Female,Toronto,Medium,Breakfast,Chole Bhature,Grains,7,111.32,"Average taste, could be better.",1.6,Instagram,average taste could better,0.4404,Positive
U3653,25-34,Female,Toronto,Medium,Snack,Tandoori Chicken,Spices,3,184.89,Tastes just like home cooking.,1.4,Instagram,tastes like home cooking,0.3612,Positive
U3654,25-34,Other,Windsor,High,Dinner,Rajma Chawal,Protein,5,114.65,Too spicy for me.,3.4,Pinterest,spicy,0.0,Negative
U3655,55-64,Female,Ottawa,Low,Breakfast,Paneer Tikka,Dairy,7,184.77,Would definitely try again!,4.3,Amazon Fresh,would definitely try,0.4574,Positive
U3656,18-24,Female,Hamilton,Low,Lunch,Palak Paneer,Dairy,2,142.56,Too spicy for me.,4.6,Pinterest,spicy,0.0,Negative
U3657,55-64,Female,London,High,Lunch,Biryani,Vegetables,3,134.05,"Average taste, could be better.",2.2,Facebook,average taste could better,0.4404,Positive
U3658,55-64,Male,Ottawa,Low,Dinner,Tandoori Chicken,Vegetables,4,115.47,Would definitely try again!,2.3,Pinterest,would definitely try,0.4574,Positive
U3659,25-34,Other,London,Low,Breakfast,Rajma Chawal,Dairy,5,158.96,Delicious and quick to make!,1.4,Pinterest,delicious quick make,0.6114,Positive
U3660,25-34,Female,Brampton,Low,Dinner,Samosa,Vegetables,9,124.52,Tastes just like home cooking.,4.1,YouTube,tastes like home cooking,0.3612,Positive
U3661,55-64,Female,Markham,Medium,Lunch,Butter Chicken,Spices,9,82.71,Tastes just like home cooking.,2.1,Instagram,tastes like home cooking,0.3612,Positive
U3662,55-64,Other,Mississauga,Low,Snack,Paneer Tikka,Protein,4,81.38,Tastes just like home cooking.,2.9,Amazon Fresh,tastes like home cooking,0.3612,Positive
U3663,55-64,Female,Hamilton,Medium,Lunch,Rajma Chawal,Spices,9,136.9,Delicious and quick to make!,4.7,Walmart Online,delicious quick make,0.6114,Positive
U3664,25-34,Male,Brampton,High,Dinner,Biryani,Grains,4,83.7,Loved the flavor!,4.0,Walmart Online,loved flavor,0.636,Positive
U3665,55-64,Female,Ottawa,Medium,Snack,Butter Chicken,Dairy,2,117.51,Would definitely try again!,1.2,Walmart Online,would definitely try,0.4574,Positive
U3666,55-64,Male,Mississauga,Medium,Snack,Rajma Chawal,Spices,10,162.29,Tastes just like home cooking.,1.0,Amazon Fresh,tastes like home cooking,0.3612,Positive
U3667,45-54,Male,Markham,Low,Lunch,Masala Dosa,Spices,1,132.16,Not authentic enough.,4.1,Walmart Online,authentic enough,0.0,Negative
U3668,18-24,Female,Brampton,Medium,Snack,Tandoori Chicken,Vegetables,7,91.11,"Average taste, could be better.",3.2,Amazon Fresh,average taste could better,0.4404,Positive
U3669,35-44,Other,Markham,Medium,Breakfast,Rajma Chawal,Vegetables,4,176.4,Not authentic enough.,3.9,Walmart Online,authentic enough,0.0,Negative
U3670,18-24,Male,Markham,Medium,Lunch,Masala Dosa,Vegetables,8,141.92,Too spicy for me.,1.6,Walmart Online,spicy,0.0,Negative
U3671,45-54,Other,Windsor,Low,Lunch,Butter Chicken,Grains,8,160.71,Not authentic enough.,4.5,Amazon Fresh,authentic enough,0.0,Negative
U3672,35-44,Female,London,Medium,Breakfast,Butter Chicken,Spices,8,29.3,Would definitely try again!,4.1,Instagram,would definitely try,0.4574,Positive
U3673,55-64,Male,Mississauga,High,Lunch,Butter Chicken,Protein,6,133.23,Loved the flavor!,4.6,Facebook,loved flavor,0.636,Positive
U3674,45-54,Female,London,Medium,Dinner,Palak Paneer,Vegetables,9,153.69,Would definitely try again!,2.4,Facebook,would definitely try,0.4574,Positive
U3675,55-64,Other,Markham,Medium,Dinner,Rajma Chawal,Grains,4,188.01,"Great recipe, easy to follow.",2.1,Amazon Fresh,great recipe easy follow,0.7906,Positive
U3676,25-34,Female,Windsor,Medium,Lunch,Masala Dosa,Grains,5,61.45,Delicious and quick to make!,1.6,Amazon Fresh,delicious quick make,0.6114,Positive
U3677,65+,Female,Brampton,Medium,Breakfast,Chole Bhature,Vegetables,4,168.24,Too spicy for me.,4.7,Pinterest,spicy,0.0,Negative
U3678,45-54,Male,Markham,Medium,Snack,Samosa,Dairy,5,185.78,Tastes just like home cooking.,1.7,YouTube,tastes like home cooking,0.3612,Positive
U3679,25-34,Female,Ottawa,Low,Breakfast,Samosa,Spices,2,39.31,Loved the flavor!,1.5,YouTube,loved flavor,0.636,Positive
U3680,45-54,Female,Markham,Medium,Dinner,Masala Dosa,Vegetables,5,139.14,Too spicy for me.,1.8,Instagram,spicy,0.0,Negative
U3681,45-54,Female,London,High,Lunch,Chole Bhature,Protein,10,144.7,"Great recipe, easy to follow.",4.1,Instagram,great recipe easy follow,0.7906,Positive
U3682,25-34,Male,Mississauga,Medium,Breakfast,Paneer Tikka,Spices,8,106.92,Not authentic enough.,4.6,Instagram,authentic enough,0.0,Negative
U3683,35-44,Other,Brampton,Low,Snack,Palak Paneer,Grains,9,100.4,"Great recipe, easy to follow.",4.2,YouTube,great recipe easy follow,0.7906,Positive
U3684,18-24,Other,London,Low,Snack,Masala Dosa,Protein,7,146.71,Delicious and quick to make!,3.3,Instagram,delicious quick make,0.6114,Positive
U3685,55-64,Female,Markham,Medium,Snack,Biryani,Spices,7,95.4,Not authentic enough.,5.0,Facebook,authentic enough,0.0,Negative
U3686,45-54,Male,Ottawa,High,Snack,Tandoori Chicken,Protein,6,111.31,Delicious and quick to make!,1.3,Instagram,delicious quick make,0.6114,Positive
U3687,55-64,Female,Hamilton,Medium,Breakfast,Tandoori Chicken,Grains,2,152.5,Too spicy for me.,4.5,Amazon Fresh,spicy,0.0,Negative
U3688,65+,Other,Windsor,Medium,Snack,Dal Makhani,Vegetables,10,190.16,Too spicy for me.,2.7,Facebook,spicy,0.0,Negative
U3689,25-34,Male,Ottawa,Low,Dinner,Samosa,Protein,10,141.52,Tastes just like home cooking.,2.8,Facebook,tastes like home cooking,0.3612,Positive
U3690,55-64,Other,Markham,Medium,Snack,Butter Chicken,Vegetables,9,125.34,Tastes just like home cooking.,1.5,Amazon Fresh,tastes like home cooking,0.3612,Positive
U3691,25-34,Other,Ottawa,Medium,Dinner,Biryani,Grains,5,99.34,Too spicy for me.,1.1,YouTube,spicy,0.0,Negative
U3692,55-64,Male,Windsor,High,Breakfast,Paneer Tikka,Grains,6,79.58,Tastes just like home cooking.,2.3,Amazon Fresh,tastes like home cooking,0.3612,Positive
U3693,18-24,Male,Hamilton,Medium,Dinner,Chole Bhature,Protein,1,164.38,Would definitely try again!,1.7,Instagram,would definitely try,0.4574,Positive
U3694,18-24,Female,Ottawa,Medium,Breakfast,Paneer Tikka,Protein,5,113.86,Loved the flavor!,2.9,Amazon Fresh,loved flavor,0.636,Positive
U3695,18-24,Female,Hamilton,Medium,Snack,Samosa,Grains,6,166.03,Would definitely try again!,1.6,Facebook,would definitely try,0.4574,Positive
U3696,18-24,Other,Markham,Medium,Lunch,Butter Chicken,Protein,10,106.82,"Average taste, could be better.",1.6,Pinterest,average taste could better,0.4404,Positive
U3697,18-24,Male,Hamilton,High,Dinner,Chole Bhature,Protein,2,94.03,"Average taste, could be better.",4.5,Amazon Fresh,average taste could better,0.4404,Positive
U3698,18-24,Male,London,Low,Dinner,Masala Dosa,Protein,7,136.83,"Great recipe, easy to follow.",4.7,YouTube,great recipe easy follow,0.7906,Positive
U3699,25-34,Female,London,Medium,Lunch,Dal Makhani,Protein,4,116.94,Delicious and quick to make!,4.9,Instagram,delicious quick make,0.6114,Positive
U3700,45-54,Other,Hamilton,Medium,Breakfast,Chole Bhature,Spices,5,71.78,Delicious and quick to make!,3.7,Facebook,delicious quick make,0.6114,Positive
U3701,55-64,Other,Brampton,Medium,Breakfast,Samosa,Grains,3,192.69,"Average taste, could be better.",4.1,Facebook,average taste could better,0.4404,Positive
U3702,18-24,Female,Mississauga,Low,Snack,Paneer Tikka,Grains,5,94.92,Loved the flavor!,4.3,Instagram,loved flavor,0.636,Positive
U3703,25-34,Male,Brampton,Medium,Dinner,Tandoori Chicken,Dairy,4,157.1,Too spicy for me.,3.6,YouTube,spicy,0.0,Negative
U3704,25-34,Female,Hamilton,Medium,Breakfast,Paneer Tikka,Vegetables,10,153.67,Too spicy for me.,2.3,Amazon Fresh,spicy,0.0,Negative
U3705,25-34,Female,Mississauga,High,Snack,Paneer Tikka,Dairy,6,69.62,Too spicy for me.,1.6,Instagram,spicy,0.0,Negative
U3706,45-54,Female,London,Low,Breakfast,Paneer Tikka,Protein,2,79.9,Not authentic enough.,1.9,Instagram,authentic enough,0.0,Negative
U3707,55-64,Female,Mississauga,High,Lunch,Dal Makhani,Protein,3,107.94,"Great recipe, easy to follow.",4.4,Pinterest,great recipe easy follow,0.7906,Positive
U3708,45-54,Male,Hamilton,Low,Lunch,Samosa,Spices,10,85.37,Would definitely try again!,3.8,YouTube,would definitely try,0.4574,Positive
U3709,35-44,Female,London,Low,Lunch,Biryani,Spices,1,189.06,Tastes just like home cooking.,2.8,Facebook,tastes like home cooking,0.3612,Positive
U3710,25-34,Male,Mississauga,Low,Snack,Dal Makhani,Spices,7,111.99,"Great recipe, easy to follow.",1.1,Facebook,great recipe easy follow,0.7906,Positive
U3711,35-44,Female,Mississauga,High,Dinner,Dal Makhani,Spices,9,155.59,"Average taste, could be better.",2.1,Amazon Fresh,average taste could better,0.4404,Positive
U3712,65+,Other,Brampton,Low,Lunch,Samosa,Spices,2,140.55,Not authentic enough.,3.9,Amazon Fresh,authentic enough,0.0,Negative
U3713,18-24,Male,Mississauga,Medium,Lunch,Palak Paneer,Spices,7,130.56,Not authentic enough.,3.0,Instagram,authentic enough,0.0,Negative
U3714,18-24,Other,Markham,Medium,Breakfast,Dal Makhani,Spices,3,121.61,Delicious and quick to make!,2.7,Walmart Online,delicious quick make,0.6114,Positive
U3715,45-54,Female,Hamilton,High,Lunch,Chole Bhature,Spices,5,169.49,Delicious and quick to make!,2.3,Pinterest,delicious quick make,0.6114,Positive
U3716,55-64,Female,Toronto,High,Dinner,Palak Paneer,Spices,6,87.0,"Great recipe, easy to follow.",3.4,Pinterest,great recipe easy follow,0.7906,Positive
U3717,35-44,Female,Toronto,Medium,Snack,Samosa,Grains,8,189.05,Not authentic enough.,4.9,Pinterest,authentic enough,0.0,Negative
U3718,55-64,Male,Toronto,High,Lunch,Rajma Chawal,Spices,4,68.51,Tastes just like home cooking.,4.6,Facebook,tastes like home cooking,0.3612,Positive
U3719,45-54,Other,Hamilton,Medium,Snack,Rajma Chawal,Vegetables,2,151.26,Loved the flavor!,1.1,Instagram,loved flavor,0.636,Positive
U3720,18-24,Male,Toronto,High,Snack,Biryani,Spices,3,63.79,Delicious and quick to make!,2.9,YouTube,delicious quick make,0.6114,Positive
U3721,55-64,Male,Brampton,Low,Dinner,Masala Dosa,Protein,8,107.37,Too spicy for me.,2.3,YouTube,spicy,0.0,Negative
U3722,55-64,Female,Hamilton,Low,Breakfast,Dal Makhani,Protein,7,123.73,Would definitely try again!,3.0,Pinterest,would definitely try,0.4574,Positive
U3723,18-24,Other,Markham,Medium,Breakfast,Paneer Tikka,Spices,6,100.53,Delicious and quick to make!,3.4,Facebook,delicious quick make,0.6114,Positive
U3724,35-44,Female,London,Medium,Snack,Masala Dosa,Spices,5,112.73,Not authentic enough.,1.8,Walmart Online,authentic enough,0.0,Negative
U3725,18-24,Male,Markham,Medium,Lunch,Masala Dosa,Protein,5,64.52,Would definitely try again!,4.1,Facebook,would definitely try,0.4574,Positive
U3726,55-64,Female,Hamilton,Medium,Snack,Palak Paneer,Vegetables,1,80.5,Too spicy for me.,2.9,Walmart Online,spicy,0.0,Negative
U3727,35-44,Other,Hamilton,Medium,Breakfast,Chole Bhature,Dairy,6,139.93,Tastes just like home cooking.,5.0,Amazon Fresh,tastes like home cooking,0.3612,Positive
U3728,35-44,Female,Mississauga,Medium,Lunch,Rajma Chawal,Grains,9,121.19,"Great recipe, easy to follow.",1.1,Walmart Online,great recipe easy follow,0.7906,Positive
U3729,18-24,Other,Mississauga,Low,Breakfast,Tandoori Chicken,Protein,8,92.38,"Average taste, could be better.",1.8,Pinterest,average taste could better,0.4404,Positive
U3730,55-64,Other,Mississauga,High,Dinner,Chole Bhature,Spices,10,172.97,Delicious and quick to make!,3.8,Amazon Fresh,delicious quick make,0.6114,Positive
U3731,45-54,Female,Windsor,High,Breakfast,Rajma Chawal,Grains,1,71.2,Tastes just like home cooking.,3.8,Pinterest,tastes like home cooking,0.3612,Positive
U3732,55-64,Male,Windsor,High,Lunch,Tandoori Chicken,Spices,6,105.54,Too spicy for me.,3.3,Facebook,spicy,0.0,Negative
U3733,25-34,Female,Ottawa,Medium,Lunch,Dal Makhani,Dairy,3,99.77,Delicious and quick to make!,4.9,Facebook,delicious quick make,0.6114,Positive
U3734,65+,Male,Windsor,Medium,Snack,Butter Chicken,Dairy,6,144.6,Would definitely try again!,2.7,YouTube,would definitely try,0.4574,Positive
U3735,45-54,Male,Brampton,High,Lunch,Samosa,Protein,9,121.93,Loved the flavor!,2.7,Pinterest,loved flavor,0.636,Positive
U3736,35-44,Female,Hamilton,High,Dinner,Butter Chicken,Grains,6,115.67,"Great recipe, easy to follow.",4.6,Amazon Fresh,great recipe easy follow,0.7906,Positive
U3737,45-54,Male,Markham,Medium,Breakfast,Chole Bhature,Grains,8,46.23,Not authentic enough.,3.2,Pinterest,authentic enough,0.0,Negative
U3738,35-44,Male,Hamilton,Medium,Snack,Biryani,Dairy,6,154.6,Loved the flavor!,2.4,Instagram,loved flavor,0.636,Positive
U3739,35-44,Female,Mississauga,Medium,Snack,Chole Bhature,Spices,6,111.29,Delicious and quick to make!,3.9,Facebook,delicious quick make,0.6114,Positive
U3740,45-54,Female,Hamilton,Medium,Lunch,Palak Paneer,Protein,7,124.63,Too spicy for me.,3.5,Amazon Fresh,spicy,0.0,Negative
U3741,35-44,Female,London,Low,Dinner,Tandoori Chicken,Vegetables,10,90.06,Would definitely try again!,2.2,Walmart Online,would definitely try,0.4574,Positive
U3742,35-44,Male,Windsor,Medium,Snack,Tandoori Chicken,Dairy,4,83.77,Would definitely try again!,2.2,YouTube,would definitely try,0.4574,Positive
U3743,25-34,Other,Hamilton,High,Dinner,Dal Makhani,Dairy,8,179.97,Would definitely try again!,2.6,Walmart Online,would definitely try,0.4574,Positive
U3744,55-64,Male,Markham,Medium,Dinner,Butter Chicken,Protein,4,49.07,Too spicy for me.,1.3,Pinterest,spicy,0.0,Negative
U3745,55-64,Other,Toronto,Medium,Breakfast,Dal Makhani,Spices,7,77.83,"Great recipe, easy to follow.",4.8,Walmart Online,great recipe easy follow,0.7906,Positive
U3746,65+,Female,London,Medium,Breakfast,Butter Chicken,Grains,1,179.22,Not authentic enough.,1.7,Amazon Fresh,authentic enough,0.0,Negative
U3747,65+,Other,London,High,Breakfast,Tandoori Chicken,Dairy,9,145.63,Loved the flavor!,1.8,Instagram,loved flavor,0.636,Positive
U3748,25-34,Female,Hamilton,Medium,Dinner,Chole Bhature,Protein,10,106.98,Too spicy for me.,3.6,Walmart Online,spicy,0.0,Negative
U3749,65+,Female,Ottawa,Medium,Breakfast,Biryani,Protein,9,169.86,Would definitely try again!,3.9,Pinterest,would definitely try,0.4574,Positive
U3750,45-54,Other,Mississauga,Medium,Snack,Tandoori Chicken,Protein,7,137.87,Not authentic enough.,3.9,Walmart Online,authentic enough,0.0,Negative
U3751,18-24,Female,Brampton,Medium,Snack,Masala Dosa,Grains,8,129.31,Delicious and quick to make!,2.5,Walmart Online,delicious quick make,0.6114,Positive
U3752,18-24,Other,Brampton,Medium,Lunch,Rajma Chawal,Dairy,2,129.02,Would definitely try again!,4.5,Amazon Fresh,would definitely try,0.4574,Positive
U3753,18-24,Female,Toronto,Medium,Dinner,Butter Chicken,Protein,10,138.61,Too spicy for me.,3.2,Pinterest,spicy,0.0,Negative
